Title,Yapımşirketi,Yönetmen,Sezonsayısı,Tür,Kanal,Başrol,Başlangıç_Yılı
Sihirli Safiye,D Productions,Yavuz Figenli,1,Fantastik - Aile - Komedi,Kanal D,Seden Kızıltunç - Oğuz Oktay - Ayben Erman - Şerif Arslan - Fatoş Kara,1994
Yanık Koza,Limon Film,Murat Saraçoğlu - Özer Kızıltan - Mesude Erarslan,3,Dram - Genel,Show TV,Yavuz Bingöl - Başak Köklükaya - Çolpan İlhan - Ayça İnci - Mustafa Alabora - Burak Davutoğlu - Tuncer Necmioğlu - Serdar Özer - Başak Daşman - Kemal Okur - Barış Erdi - Perihan Savaş - Mete Horozoğlu - Sedef Avcı - Hande Kazanova - Saadet Gürses - Erdal Cindoruk - Ali Karagöz - Yavuz Karakaş,2005
Sıkı Dostlar,Fox TV,Birkan Uz,1,Komedi,Türkmax -    - FOX,Haluk Bilginer - Özkan Uğur - Seray Sever - Nez - Hasibe Eren - Ömür Arpacı - Ayşenur Yazıcı - Hakan Bilgin - Aydoğan Oflu - Özlem Türkad - Okan Tangücü,2009
Karadayı,Ay Yapım,Uluç Bayraktar - Cem Karcı,3,Aksiyon - Dram - Politik,atv,Kenan İmirzalıoğlu - Bergüzar Korel - Çetin Tekindor - Yurdaer Okur,2012
Hayatımın Rolü,Süreç Film,Sadullah Celen - Hakan Arslan,1,Aile - Dram - Komedi,Star TV,Haluk Bilginer - Ebru Özkan - Bekir Aksoy - Ebru Aykaç - İlhan Şeşen,2012
Beni Affet,Focus Film,Gürsel Ateş - Mihriban Şahin - Bergüzar Demiroğlu,8,Aile - Aşk - Dram,Show TV -   - Star TV -     - 2M TV - Fas,Nusret Şenay - Ulviye Karaca - Gaye Turgut Evin - Mert Altınışık - Şeyma Korkmaz - Murat Danacı - Ceren Yalazoğlu Karakoç - İlkay Kayku Atalay - Zeynep Yasa - Zeynep Aytek Metin - Okan Şenozan - Deniz Evin - Saim Karakale - Mithat Erdemli - Tolga Akman - Aleyna Eroğlu - Can Arpacı - Gökberk Yıldırım,2011
Kalbim Ege'de Kaldı,Limon Film,Ömer Uğur - Eray Koçak,1,Romantik komedi - Aile,Kanal D,Alper Saldıran - Oya Unustası,2015
Nehir,Vizyon Film,Cevdet Mercan,1,Drama,Kanal D,Petek Dinçöz - İpek Tuzcuoğlu - Selma Güneri - Zeynep Eronat - Suna Selen - Mümtaz Sevinç - Irmak Ünal - Özgül Kavruk - Serpil Tamur - Cengiz Coşkun,2005
Beşinci Boyut,Eflatun Film,Hasan Kıraç,5,Dram - Dini,Samanyolu TV,Cengiz Toraman - Doğan Turan,2005
İki Arada Aşk,Mint Prodüksiyon,Sibel Kocataş,1,Komedi,TV8 -    - atv,Deniz Çakir - Halit Akçatepe - Volkan Ünal,2005
Cesaretin Var Mı Aşka,Limon Yapım,Ömer Uğur,1,Romantik komedi - Dram,Kanal D,Engin Altan Düzyatan - Özge Özpirinçci - Tarık Papuççuoğlu - Ufuk Özkan - İlker Ayrık,2008
Kalbimdeki Deniz,Pastel Film,Hakan İnan,2,Dram,FOX,Özge Özberk - Kutsi,2016
Bizim Okul,Erler Film,Yaşar Seriner,1,Komedi,atv,Zeki Alasya - Cezmi Baskın - Levent Ülgen - Pınar Aydın - Tülin Oral - Cem Davran,2013
Türkmen Düğünü,TRT,Adem Ayral,1,Duygusal,TRT 1,Yılmaz Zafer - Ece Pirim - Nilgün Bubikoğlu - Zerrin Çaldıran - Asuman Arsan - Nevin Aypar - Atilla Ergün,1989
Mavi Kelebekler,Sinevizyon,Metin Balekoğlu,1,Dram - Savaş,TRT 1,Alma Terzic - Burak Hakkı - Oya Okar - Yunus Emre Yıldırımer,2011
Benim İçin Ağlama,Yağmur Ajans,Ümit Efekan,1,Drama,TGRT,Fatma Girik - Bulut Aras - Yeşim Büber - Ebru Akel - Gökhan Tepe,2000
Osmanlı Tokadı,Duka Film,Mustafa Şevki Doğan,2,Tarihî,TRT 1,Uğur Çavuşoğlu - Alper Kul - İsmail Hacıoğlu - Vildan Atasever - Emir Benderlioğlu - Mazhar Alanson - Bertan Ceylan - Pelin Akil,2013
Doksanlar,MinT Motion Pictures,Mesude Erarslan,1,Komedi - Drama - Romantik,atv,Renan Bilek - Gamze Gözalan - Arif Erkin Güzelbeyoğlu - Beste Bereket - Atılay Uluışık - Açelya Akkoyun - Erkan Köse - Esra Dermancıoğlu - Deniz Oral - Derya Şensoy,2013
Türk'ün Uzayla İmtihanı,Süreç Film,Uğur Yağcıoğlu,1,Komedi - Bilimkurgu,Show TV,Ufuk Özkan - Peker Açıkalın - Sinan Çalışkanoğlu - Özge Ulusoy - Veysel Diker - Bala Atabek - Ayşe Melike Çerçi - Bülent Çolak - Yonca Oskay - Haki Biçici -,2012
İtilmiş ve Kakılmış,Sinegraf Tükenmezkalem Film,Osman Sınav - Mustafa Şevki Doğan - Orhan Oğuz - Kartal Tibet - Adnan Güler,4,Aksiyon - Polisiye - Suç - Gerilim - İstihbarat - Komedi - Dram,Star TV -  - Show TV,İlyas İlbey - Yasemin Yalçın,1997
Sır Gibi,FM Yapım,Şengül Halat,1,Aile - Dram - Aşk,Star TV,İsmet Üstekin - Kaya Erdaş - Tuğçe Ersoy - Murat Ünalmış - Ece Özdikici - Gülenay Kalkan - Ayşegül Uygurer - Aylin Kontente - Hikmet Karagöz - Burak Davutoğlu - Feyza Işık - Sezin Akbaşoğulları - Erdoğan Tutkun,2007
Avrupa Avrupa,Mia Yapım,Cevriye Demir,3,Sitcom,TRT 1,Tarık Ünlüoğlu - Selen Seyven - Burak Serdar Şanal - Bahar Süer - Zuhal Topal - Şehsuvar Aktaş - Kadir Çöpdemir - Günay Karacaoğlu - Ahmet Saraçoğlu - Durukan Çelikkaya,2011
Bıçak Sırtı,TMC,Selim Demirdelen,1,Drama,Kanal D,Nejat İşler - Melisa Sözen - Fikret Kuşkan - Vildan Atasever - Mehmet Günsür - Mahir Günşiray - Erkan Can - Batuhan Karacakaya,2007
Zalim,Böcek Yapım,Faruk Teber - Jale İncekol,1,Macera,Star TV,Mahsun Kırmızıgül - Ceyda Düvenci - Zafer Ergin - Nebahat Çehre - Ümit Okur - Şafak Sezer - Taner Ertürkler - Ali Emre Ateş - Levent Yılmaz - Cezmi Baskın - Damla Özen - Güner Özkul - Aliye Uzunatağan - Evren Alganatay,2003
Karakolda Ayna Var,TRT,Kudret Sabancı,1,Komedi,TRT 1,Müjde Ar - Erdal Özyağcılar - Perihan Savaş - Hasan Demircan - Suavi Eren - Alev Sururi - Avni Yalçın,2000
Paramparça,Endomel Shine Turkey,Cevdet Mercan -  (1-31)  - Altan Dönmez -  (32-97),3,Aile - Drama,Star TV,Nurgül Yeşilçay - Erkan Petekkaya - Ebru Özkan - Barış Falay,2014
Maral: En Güzel Hikayem,Medyapım,Bahadar İnce,2,Dram - Aşk,TV8,Hazal Kaya - Aras Bulut İynemli - Can Nergis,2015
Aşkım Aşkım,Yağmur Ajans,Filiz Kaynak -  (2001-2002) - Nursan Esenboğa -  (2008),2,Komedi,Kanal D -   - Kanal 1,Emel Sayın - Mehmet Ali Erbil - Doğa Rutkay - Engin Günaydın - Günay Karacaoğlu - Ayumi Takano,2001
Gönülçelen,Tims Productions,Cevdet Mercan - Ahmet Katıksız,2,"Dram - ,  - komedi",atv,Tuba Büyüküstün - Cansel Elçin - Onur Saylak,2010
İntikam,In D House Disney,Mesude Eraslan -  (1-22)  - Çağrı Vila Lostuvalı -  (23-44),2,Aksiyon - Drama,Kanal D,Beren Saat - Nejat İşler - Yiğit Özşener - Mert Fırat,2013
Kadın İsterse,Mint Ay Yapım İmaj TV  (teknik yapım),Bora Tekay,2,Dram - Komedi,Star TV -    - Show TV,Hülya Avşar - Cihan Ünal - Deniz Çakır - Zerrin Sümer - Derya Baykal - Kazım Akşar - Burçin Terzioğlu - Vildan Atasever - Oğuz Oktay - Cahit Kaşıkçılar - Elif Tayhan,2004
Sayın Bakanım,Medyapım,Fatih Aksoy - Fatmanur Sevinç,1,Komedi,atv,Ali Sunal - Haluk Bilginer - Haldun Dormen - Kenan Işık,2004
Çılgın Bediş,D Productions,Turgut Yasalar -  (1-5) - Yavuz Figenli -  (6-53) - Çetin İnanç -  (54-65) - Ömer Uğur -  (66-70),4,Gençlik - Komedi,Kanal D -   - Show TV,Yonca Evcimik - Cenk Torun - Çiçek Dilligil - Selahattin Taşdöğen,1996
Pis Yedili,Tükenmezkalem Film,Haluk Bener -  (1) - Süleyman Seçik -  (2-26) - Kartal Çidamlı -  (27-66) - Doğan Ümit Karaca -  (67-71) - Osman Taşcı -  (72-101),3,Gençlik - Komedi,Show TV,Kadir Doğulu - Eda Ece - Melis Babadağ - Uraz Kaygılaroğlu - Burak Alkaş - Halil Babür - Ayşegül Aldinç - Hazal Şenel - Sezer Arıçay - Ümit İbrahim Kantarcılar - Bükre Atala - Ahmet Yıldırım - Melih Selçuk - Ümit Erlim - Güneş Zavrak - Ecem Karavus - Turan Özdemir - Asuman Dabak - İlkay Akdağlı - Harun Kolçak - Ceren Soylu - Barış Akan - Nevzat Çiftçi -,2011
Ah Ana,TRT,Tarık Alpagut,1,Komedi - Sitcom - Dram,TRT 1,Beyhan Saran - Halil İbrahim Kalaycıoğlu - Erol Kardeseci - Alpay İzbırak - Nurtekin Odabaşı - Hülya Gülşen Irmak - Jale Aylanç,1988
Yerim Seni,Devekuşu, Zeki Alasya -  - Adem Ayral,1,Komedi,Star TV,Serdar Akar - Adem Ayral - Zeki Alasya,1997
Öğretmen Kemal,Mint Prodüksiyon,Hamdi Alkan,1,Gençlik - Komedi,FOX,Bülent Emin Yarar - Asena Tuğal - Kerem Arslanoğlu - Aras Aydın - Yalçın Seyhan - Ayşegül Erus - Burcu Altın - Can Sipahi - Ege Kökenli,2010
Hakkını Helal Et,Ser Film,İsmail Güneş -  (1-6)  -  Naci Çelik Berksoy - [1] -  (7-37),1,Dram - Dini,Samanyolu TV,Sitare Akbaş - Mürşid Ağa Bağ - Hamdi Alp,2007
Doktorlar,Medyapım,Merve Girgin - Oğuzhan Tercan - Şenol Sönmez,4,Dram - Medikal,Show TV,Kutsi - Bekir Aksoy - Yasemin Özilhan - Leyla Göksun - Melike Güner - Yeşim Ceren Bozoğlu,2006
Çifte Saadet,Pastel Film,Bora Tekay,1,Komedi - Aşk,FOX,Fikret Kuşkan - Şebnem Bozoklu - Dolunay Soysert - Bora Akkaş - Dila Danışman - Bedia Ener,2016
Karagül,Avşar Film,Murat Saraçoğlu - Günay Günaydın,4,Dram - Gerilim - Aksiyon - Macera,FOX,Ece Uslu - Yavuz Bingöl - Özlem Conker - Mesut Akusta - Ogün Kaptanoğlu - Hilal Altınbilek - Şerif Sezer,2013
Acil Aşk Aranıyor,Medyapım,Hakan İnan,2,Aşk - Romantik komedi,Show TV,Serhat Teoman - Duygu Yetiş,2015
Aldırma Gönül,BKM,Hakan Algül,1,Komedi - Sit-com,atv,Şahin Irmak - Tülin Özen - Nadir Sarıbacak - Çağlar Çorumlu,2013
İstanbul Sokakları,Gold Film,Adnan Güler,1,Dram - Aşk,Show TV,Caner Cindoruk - Gizem Karaca - Rıza Kocaoğlu - Naz Elmas - Derya Alabora - Mine Şenhuy Teber - Sitare Akbaş - Güven Murat Akpınar - Berkay Ateş,2016
Mavi Rüya,Ser Film,Avni Kütükoğlu - Cemile Kırmızı Karadaş,2,Dram - Gerilim,Samanyolu TV,Melda Bekcan - Ali Başar - Esin Civangil,2004
Sevgi Oyunu,Bop Ajans,Oksal Pekmezoğlu,1,Komedi,Star TV,Aydan Şener - Zehra Alptürk - Nuri Alço - Bülent Bilgiç - Murat Parasayar,1994
Ruhsar,ANS Productions,Ümmü Burhan - Samim Değer - Ömür Atay,5,Fantastik - Komedi,Kanal D -   - Kanal D -    - Euro D -    - D Max -    - teve2,Hande Ataizi - Cem Davran,1998
Sakarya Fırat,Sinegraf,Osman Sınav -  (1-15) - Tevfik Şenol -  (1-5) - Aybars Bora Kahyaoğlu -  (1-5) - Raşit Çelikezer -  (10-35) - Emre Kabakuşak -  (36-113) - Veli Çelik -  (114-151),4,Askeri - Aksiyon - Dram - Savaş,TRT 1,Tayanç Ayaydın - Ceren Hindistan - Deniz Arna - İsmail Hakkı Ürün - Gerçek Sağlar - Kürşat Alnıaçık,2009
Bodrum Masalı,TMC Film,Mehmet Ada Öztekin,1,Romantik - Gençlik,Kanal D,Timuçin Esen - Şevval Sam - Murat Aygen,2016
Bir Bulut Olsam,Tims Productions,Ulaş İnaç - Hatice Memiş,2,Drama,Kanal D,Melisa Sözen - Engin Altan Düzyatan - Engin Akyürek - Meral Okay - Berfu Öngören - Ünal Silver - Ceren Olcayto - Sema Keçik - Ahmet Kural - Aslıhan Gürbüz - Selim Bayraktar,2009
Bayanlar Baylar,ANS Productions,Erdoğan Engin,1,Komedi,Kanal D,Oktay Kaynarca - Hande Ataizi - Günay Karacaoğlu - Yavuz Bingöl - Levent Üzümcü - Aşkın Nur Yengi - Belma Canciğer - Sümer Tilmaç - Emine Ün - Mansur Ark - Nükhet Duru - Özlem Yıldız,2002
Umut Taksi,TRT,Yusuf Kurçenli -  (8 bölüm)  - Avni Kütükoğlu -  (44 bölüm),2,Dram,TRT 1,Dilaver Uyanık - Yılmaz Erdoğan - Ferdi Akarnur - Necati Bilgiç - Tayfun Çorağan - Nüvit Özdoğru - Ayla Algan,1992
Hom Ofis,Acun Medya Mint,Emre Kavuk,1,Komedi,TV8,Cengiz Bozkurt - Devrim Yakut - Ani İpekkaya - Emin Gümüşkaya - Samet Göksü - Ozan Uygun - Çağlar Bade Türe - Zeynep Sevi Yılmaz - Mesut Can Tomay - Sarp Aydınoğlu - Çağla Bade Türe - Uğur Alibaşoğlu -,2014
Rengarenk,NTC Medya,Kerem Çakıroğlu,1,Romantik komedi,atv,Selin Şekerci - Kaan Taşaner - Ümit Kantarcılar - Merve Oflaz - İnci Türkay - Ferdi Sancar - İbrahim Kendirci - Serenay Aktaş - Sait Genay,2016
Kara Ekmek,Limon Film,Taner Akvardar - Selin Kılıçarslan,2,Dram,atv,Özlem Yılmaz - Engin Hepileri - Ushan Çakır - Altan Erkekli - Gülçin Santırcıoğlu - Elifcan Ongurlar - Anıl İlter,2015
Sungurlar,Ser Film,Engin Koç,2,Askeri - Dram - Aksiyon - Savaş,Samanyolu TV,Mert Kılıç - Bora Karakul - Dilara Büyükbayraktar - Merve Anlağan - Mehmet Küçük - Okan Kemal Özkan,2014
Cennet Mahallesi,Erler Film,Serdar Akar -  (1-6) - Yaşar Seriner -  (7-119),3,Komedi,Show TV,Melek Baykal - Müjdat Gezen - Özkan Uğur - Alişan - Çağla Şıkel - Zeki Alasya,2004
Şehnaz Tango,Ar Ajans,Taner Akvardar - Semih Kaplanoğlu - Sadullah Celen - Nursan Esenboğa - Hüdaverdi Yavuz,4,Romantik komedi - Dram - Aşk,Show TV -   - Star TV,Perran Kutman - Erdal Özyağcılar,1994
Hayat Devam Ediyor,Boyut Film,Cemal Şan - Mahsun Kırmızıgül - Yıldız Hülya Bilban - Levent Türkan,2,Dram,atv,Fikret Kuşkan - Arif Erkin Güzelbeyoğlu - Meltem Miraloğlu - Şenay Gürler - Rozet Hubeş - Onur Tuna - Neslihan Atagül - Rana Cabbar - Sera Tokdemir - Serkan Şenalp - Ali Barkın - Çağla Şimşek,2011
Büyümüş de Küçülmüş,D Productions,Cem Karcı,1,Sit-com - Komedi,Kanal D,Mehmet Ali Erbil - Melisa Sözen - Nilgün Belgün - İlkay Saran - Taner Ergör - Pamela Spence - Gökçe Akyıldız - Arda Esen - Sevinç Aktansel - Misak Toros - Kerem Altaylar,2003
Dudaktan Kalbe,Ay Yapım,Andaç Haznedaroğlu,2,Dram,Show TV,Aslı Tandoğan - Burak Hakkı - Özge Özder - Yiğit Özşener - Fadik Sevin Atasoy,2007
Şehrin Melekleri,Boyut Film,Ilgaz Giritlioğlu,1,Dram - Polisiye - Aksiyon,FOX,Ümit Kantarcılar - Yiğit Dikmen - Cenk Ertan - Nilay Cafer - Fırat Tanış - Buse Varol - Arda Hacıoğlu,2015
Tatlı Bela Fadime,Erler Film,Cankat Ergin,1,Romantik komedi,Star TV,Nehir Erdoğan - Berk Oktay - Cezmi Baskın - Füsun Demirel,2007
Rüzgarın Kalbi,Filmevi Yapım,Filiz Gülmez Pakman,1,Aşk - Dram,FOX,Burak Serdar Şanal - Deniz Baysal,2016
Kördüğüm,Endemol Shine Turkey,Gökçen Usta Çaylar,2,Dram - Aşk,FOX,İbrahim Çelikkol - Alican Yücesoy - Saadet Işıl Aksoy - Belçim Bilgin,2016
Familya,TMC Film,Can Yücel,1,Komedi - Aile,FOX,Uğur Yücel - Erkan Kolçak Köstendil - Bülent Emrah Parlak - Murat Ceylan,2016
Kanıt: Ateş Üstünde,ANS Productions,Abdullah Oğuz,1,Polisiye,Kanal D,Tansel Öngel - Başak Güröz - Ahmet Olgun Sünear - Gurur Aydoğan - Okday Korunan - Müge Mertson - Ebru Aytemur - Mustafa Açılan - Hayati Akbaş -,2016
Yeni Evli,Tunga Film,Alper Tunga Özdemir,1,Dram - Komedi,TRT 1,Rüştü Asyalı - Erdal Küçükkömürcü - Mert Tanık - Nur Yazar,2007
Kaçak Gelinler,NTC Medya,İnci Balabanoğlu - Ahıska,1,Komedi - Romantik,Star TV -   - TV8,Selin Şekerci - Açelya Topaloğlu - Deniz Baysal,2014
Kötü Yol,Gold Film,Nisan Akman,1,Drama,Kanal D,Cansel Elçin - Şükran Ovalı - İlker Aksum,2012
Adanalı,Kuzey Prodüksiyon,Adnan Güler  -  Bora Onur  - Tayfun Güneyer,3,Aksiyon - Dram - Komedi - Polisiye,atv,Oktay Kaynarca - Mehmet Akif Alakurt - Ekin Türkmen - Cemal Hünal - Selin Demiratar - Serenay Sarıkaya - Çağkan Çulha - Eda Özerkan - Umut Oğuz,2008
Vazgeç Gönlüm,Gold Film,Ahmet Sönmez,2,Dram - Aksiyon,Star TV,Murat Han - İrem Altuğ - Bulut Aras,2007
Pertev Bey'in Üç Kızı,TRT,Tunç Başaran,1,Komedi,TRT 1,Serdar Gökhan - Deniz Evrenol - Deniz Gökçer - Başak Daşman - Damla Sönmez - Orhan Aydın - Itır Esen,2006
İffet,Gold Film,Faruk Teber,2,Drama,Star TV,Deniz Çakır - İbrahim Çelikkol - Mahir Günşiray,2011
No: 309,Gold Film,Hasan Tolga Pulat - Emre Kavuk,2,Romantik komedi,FOX,Demet Özdemir - Furkan Palalı,2016
Bay Kamber,Doku Film,Ünal Küpeli,1,Komedi - Macera - Aile,Star TV,Kemal Sunal - Ebru Şimşek - Murat Aydın - Bülent Bilgiç - Necdet Yakın - Emrah Demirci,1994
Beni Böyle Sev,BSK Yapım,Cem Tabak - Levent Türkan,3,Aşk - Gençlik - Romantik komedi,TRT 1,Alper Saldıran - Zeynep Çamcı - Burcu Altın - Bala Atabek - Umut Kurt - Eda Ece - Ozan Osmanpaşaoğlu - Mert Turak - Burcu Biricik - Yusuf Akgün - Selen Uçer - Fatih Koyunoğlu - Meral Asiltürk - Serkan Çayoğlu - Altan Gördüm - Lale Mansur - Güven Kıraç - Zafer Algöz,2013
Gülbeyaz,eyeQ prodiction,Özer Kızıltan,1,Macera - Drama,Kanal D,Şevval Sam - Nejat İşler - Meral Çetinkaya - Kamran Usluer - Bora Ayanoğlu - Yeşim Ceren Bozoğlu,2002
Çocuklar Ne Olacak,Mint Prodüksiyon,Raşit Çelikezer,1,Aile - Komedi,Star TV,Ayşecan Tatari - Furkan Kızılay - Özgür Ozan - Zeyno Günenç - Ferdi Akarnur - Ayşen Tekin,2004
Mihriban,TRT Gold Film,Yalçın Yelence,1,Dram,TRT 1,Hülya Koçyiğit - Sevinç Gürşen Akyıldız - Lemi Filozof - Erdal Özyağcılar - Oktay Korunan - Ebru Gediz - Cevdet Arıcılar,2002
Kocamın Ailesi,Mia Yapım,Kemal Uzun,2,Aile - Romantik komedi - Dram,FOX,Gökhan Alkan - Yeliz Kuvancı - Selen Seyven,2014
Zehirli Çiçek,Erler Film,Temel Gürsu - 	Samim Değer,2,Dram - Gerilim,Show TV,Tuğba Özay - Çağla Şıkel - Aysun Kayacı - Özlem Savaş - Burak Hakkı - Kerem Alışık - Faruk Peker - Tarık Tarcan - Karahan Çantay - Levent Özdilek - Petek Dinçöz - Zuhal Topal - Sibel Gökçe - Güneş Berberoğlu - Efgan Efekan - Ahmet Uz - Semra Dinçer - Orçun Sonat,2000
Koçum Benim,Replik Ajans,Vecihi Ener - Serdar Akar,2,Komedi - Aile,TRT 1,Tarık Akan - Ebru Cündübeyoğlu - Engin Altan - Sevil Üstekin - Zihni Göktay - Ozan Güven - Yunus Günçe,2002
Şaşıfelek Çıkmazı,TRT,Mahinur Ergun - (1996-1998) - Çağan Irmak -  (2001),4,Drama,"TRT 1 -  ,",Derya Alabora - Zuhal Gencer - Fikret Kuşkan - Füsun Demirel - Dilaver Uyanık - Suzan Aksoy - Mahperi Mertoğlu - Aysun Metiner - Hakan Tanfer,1996
Bir Aşk Uğruna,Mine Film,Tunca Yönder,1,Dram,atv,Türkân Şoray - Can Gürzap - Faruk Peker,1994
Utanmaz Adam,Koliba Film,Tunca Yönder,1,Komedi,atv,Okan Bayülgen - Zafer Algöz - Bennu Yıldırımlar - Settar Tanrıöğen,1998
İstanbul’un Altınları,Calinos Entertainment,Haluk Özenç,1,Komedi,atv,Haluk Bilginer - Demet Akbağ - Salih Kalyon,2011
Canan,Koliba Film,Bahadır İnce,2,Dram,FOX,Gamze Özçelik - Özlem Conker - Ragıp Savaş - Erdinç Gülener - Neriman Uğur - Mehmet Atay,2011
Melekler Korusun,Tims Productions,Cevriye Demir - Kerem Çakıroğlu,2,Dram - Gençlik,Show TV,Özge Özpirinçci - Selin Şekerci - Rojda Demirer - Hümeyra - Avni Yalçın - Serkan Altunorak - Mahperi Mertoğlu - Yıldız Kültür - Alper Saldıran - Ömer Köse - Taner Barlas - Cem Aktaş  - Şebnem Gürsoy - Şamil Kafkas - Zeynep Köse - Ceylan Dizdar - Cansın Özyosun,2009
Şubat Soğuğu,Ser Film,Murat Saraçoğlu -  (1-6) - Gürsel Ateş (7-14) - Etka Yeşiltepe (15) - Sabri Saydam (16-28) - Demir Keskin (29-63) - Avni Kütükoğlu (64-78),2,Dram - Polisiye,Samanyolu TV,Kenan Bal - Suavi Eren,2004
Ayşecik,Koliba Film,Ayhan Önal - Gürsel Ateş,2,Drama,Show TV,Ecem Kanun,1997
Arka Sıradakiler,MinT Prodüksiyon Best Prodüksiyon,"Hamdi Alkan - (1-160, 171-193) - Ali Bilgin -  (161-170)",6,Gençlik - Dram,FOX -    - TNT,Bülent Emin Yarar - Bülent Çetinaslan - Sinem Öztürk - Barış Atay Mengüllü - Pelin Akil - Fırat Çöloğlu,2007
İki Dünya Arasında,Ser Film,Fatih Derin - Muhammet Gök,4,Dram - Aile,Samanyolu TV,İnanç Ömer Benlioğlu - Başak Zebil - Sevinç Kumaş - Gökben Derviş,2012
Acemi Cadı,D Productions,Feride Kaytan,2,Fantastik - Komedi,Kanal D -   - Star TV,Merve Boluğur - Şenay Gürler - Nergis Kumbasar - Çağkan Çulha,2006
Merhaba Hayat,Medyapım,Hülya Bilban,1,Medikal - Drama,FOX,Vahide Perçin - Yetkin Dikinciler,2012
O Hayat Benim,Pastel Film,Merve Girgin - Yıldız Hülya Bilban - Hamdi Alkan - Sadullah Şentürk,4,Aşk - Drama,FOX,Ezgi Asaroğlu - Keremcem - Ceren Moray,2014
Eski Hikaye,ARC Film,Bahadır İnce,1,Dram,TRT 1,Buğra Gülsoy - Funda Eryiğit - Murat Daltaban - Damla Debre - Sermet Yeşil - Ali Barkın - Osman Alkaş - Tayfun Eraslan - Ferda Işıl - Songül Sevdik - Sinan Demirer - Diren Polatoğulları - Mehmet Esen - Sedef Akalın,2013
Yılanların Öcü,Koliba Film,Cemal Şan,2,Dram,Show TV,Cemal Toktaş - Hande Soral - Ahmet Varlı - Gözde Çığacı - Nail Kırmızıgül - Mehmet Atay - Gonca Yakut - Rüçhan Çalışkur - Şebnem Dilligil - Servet Pandur - Hande Kaptan - Nalan Örgüt - Süleyman Karaahmet - Burak Can - Sibel Şişman - Ceyda Kasabalı,2014
Dila Hanım,Gold Film,Onur Tan -  (2012) - Aydın Bulut -  (2012-2013) - Nihat Durak -  (2013-2014) - Adnan Güler -  (2014),2,Aşk - Drama,Star TV -     - Show TV,Erkan Petekkaya - Hatice Şendil - Mahir Günşiray - Hülya Darcan - Necip Memili - Yonca Cevher - Emre Melemez - Görkem Mertsöz,2012
Kül ve Ateş,Asis Film,Cemile Kırmızı Karadaş,1,Dram,Star TV,Serhat Tutumluer - Başak Köklükaya - Hakan Balamir - Şerif Sezer,2009
Dur Yolcu,TRT,Hakan Şahin - İsmail Güneş,1,Dram - Savaş - Tarihî,TRT 1,Hazım Körmükçü - Selin Demiratar - Cem Kılıç - Ebru Kocaağa - Murat Soydan - Ahmet Yenilmez - Umut Özkan - Emre Tetikel,2008
Deli Yürek,Sinegraf,Osman Sınav,4,Aksiyon - Dram - Politik,Show TV -   - atv,Kenan İmirzalıoğlu - Zeynep Tokuş - Melda Bekcan - Demir Karahan - Kürşat Alnıaçık - Ali Sürmeli - Selçuk Yöntem,1998
Sultan,İstanbul Mass Media,Azime Kanal - Şengül Halat,1,Dram - Komedi,Kanal D,Nurgül Yeşilçay - Şahin Irmak - Merve Altınkaya - Nur Sürer - Settar Tanrıöğen - Hande Dane - Seray Gözler - Hüseyin Karaca - Orhan Şimşek - Orhan Güner,2012
Kaçın Kurası,NTC Medya,İnci Balbanoğlu - Elmas Balbanoğlu,1,Aşk - Romantik komedi,atv,Selin Şekerci - Serhat Teoman - İbrahim Kendirci - Açelya Devrim Yılhan - Burak Tamdoğan - Burcu Altın - Köksal Engür,2016
Anladık Oldu Teşekkürler,Süreç Film Zodyak Productions,Sinan Kaçar,1,Komedi,MaxSmart Premium,Can Yücel Metin - Nefin Huvaj - Emre Şan - Fatih Özkan - Behre Övgü Özalp,2013
Kayıp,D Productions,Zeynep Günay,1,Dram - Gerilim - Polisiye,Kanal D,Mete Horozoğlu - Aslı Enver - İlker Kaleli - Kaan Taşaner - Dolunay Soysert,2013
Kurtlar Vadisi,Sinegraf  (2003-2004)  Pana Film  (2004-2005),Osman Sınav -  (1-55)  - Mustafa Şevki Doğan -  (21-55)  - Serdar Akar -  (56-97),4,Aksiyon - Dram - Politik,Show TV -    - Kanal D,Necati Şaşmaz - Özgü Namal - Selçuk Yöntem - Oktay Kaynarca - Zafer Ergin - Gürkan Uygun,2003
Şahane Damat,Sinegraf,Raşit Çelikezer,1,Romantik komedi - Aile,Star TV,Burcu Özberk - Ali Ersan Duru - Nükhet Duru - Erhan Yazıcıoğlu - Mesut Yılmaz - Hande Kaptan - Anıl İlter - Leyla Göksun - Köksal Engür - Selen Uçer - Mert Carim - Binnur Şerbetçioğlu,2016
Doğruluk Ekseni,Ser Film,Taner Tunç,1,Dram,Samanyolu TV,Rahman Görede,2008
Büyük Yalan,Gold Film [1],Yüksel Aksu - Adnan Güler,2,Drama,atv - [2],Emrah - Sinem Öztufan,2004
Sensiz Olmuyor,Yağmur Ajans,Hakan Arslan - Taner Akvardar,1,Drama,Show TV -    - Kanal D,Özlem Conker - Yeliz Şar - Emre Altuğ - Okan Yalabık - İpek Tanrıyar - Ebru Gürsoy - Tayfun Çorağan - Zeynep Eronat - Mehmet Ali Kaptanlar - Ayşegül Uygurer - Kamil Sönmez - Bülent Şakrak - Durul Bazan - Mahir İpek - Onuryay Evrentan - Gülsüm Kamu - Aslan Altın,2005
